time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010476494735	6.99257	-13.1414	-2.5961	-0.354085	-1.26696	radar	0.734385	6.87644	-13.2105	6.85	-13.15	-3.63616	0
1477010476549738	6.82104	-13.104	-2.65319	-0.41105	-1.2491	lidar	1.32017	6.672	-13.1364	6.65	-13.15	-3.63617	0
1477010476604787	6.72765	-13.0965	-2.48552	-0.414275	-1.14925	radar	15.0629	6.53838	-13.1322	6.55	-13.15	-1.81656	0
1477010476659836	6.57103	-13.067	-2.5297	-0.453198	-1.1224	lidar	1.10665	6.46904	-13.1587	6.45	-13.15	-1.81657	0
1477010476714759	6.44714	-13.0116	-2.51143	-0.503801	-1.10531	radar	0.690413	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352
1477010476769682	6.28732	-12.9674	-2.5614	-0.538523	-1.07695	lidar	1.24977	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036
1477010476824762	6.14436	-12.8607	-2.66609	-0.62681	-1.12179	radar	4.62911	5.95573	-12.8757	6	-12.95	-2.72331	1.81553
1477010476879842	5.98609	-12.7941	-2.71244	-0.661853	-1.09333	lidar	1.13384	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554
1477010476934819	5.87896	-12.7295	-2.64046	-0.696274	-1.05693	radar	2.71052	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475
1477010476989797	5.71339	-12.6695	-2.69262	-0.712492	-1.01406	lidar	1.96941	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466
1477010477044722	5.59209	-12.5666	-2.73087	-0.769306	-1.01973	radar	0.753457	5.41889	-12.699	5.4	-12.65	-2.731	1.82067
1477010477099647	5.42149	-12.4915	-2.78776	-0.780546	-0.973919	lidar	2.2713	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066
1477010477154646	5.31179	-12.3937	-2.76933	-0.823135	-0.960273	radar	0.417225	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182
1477010477209646	5.16611	-12.3042	-2.80138	-0.842733	-0.926957	lidar	1.00689	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182
1477010477259657	5.0737	-12.2113	-2.77988	-0.879303	-0.915181	radar	0.409905	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957
1477010477309669	4.95562	-12.117	-2.80143	-0.902507	-0.892471	lidar	0.493261	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955
1477010477359671	4.88135	-12.0328	-2.70988	-0.93148	-0.867757	radar	3.60378	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993
1477010477409673	4.79484	-11.9266	-2.71446	-0.968858	-0.86174	lidar	0.0326627	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992
1477010477459668	4.69875	-11.7794	-2.83717	-1.02285	-0.8809	radar	5.77537	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031
1477010477509663	4.60722	-11.658	-2.85414	-1.05547	-0.868851	lidar	0.277389	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003
1477010477559726	4.5611	-11.5628	-2.72673	-1.09362	-0.856947	radar	6.6892	4.53697	-11.5591	4.55	-11.55	0	1.99749
1477010477609790	4.5134	-11.4401	-2.7176	-1.14371	-0.864507	lidar	0.0980122	4.55238	-11.4548	4.55	-11.45	0	1.99746
1477010477664786	4.42048	-11.2647	-2.89001	-1.18669	-0.863225	radar	11.5597	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662
1477010477719783	4.39232	-11.1005	-2.8875	-1.25687	-0.885811	lidar	0.390945	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659
1477010477774786	4.40659	-10.9801	-2.68764	-1.33837	-0.922039	radar	15.8328	4.39651	-10.8822	4.45	-10.95	0	1.81807
1477010477829789	4.39678	-10.8365	-2.6757	-1.40187	-0.935407	lidar	0.269122	4.45899	-10.8664	4.45	-10.85	0	1.81808
1477010477884761	4.38674	-10.6966	-2.65574	-1.45997	-0.943284	radar	0.300879	4.493	-10.7885	4.45	-10.7	0	2.72865
1477010477939734	4.39181	-10.5488	-2.65227	-1.52408	-0.955651	lidar	0.144069	4.44058	-10.5544	4.45	-10.55	0	2.72864
1477010477994802	4.39625	-10.4037	-2.64333	-1.58279	-0.962675	radar	0.0638649	4.44399	-10.3941	4.45	-10.4	0	2.72392
1477010478049870	4.41256	-10.255	-2.64556	-1.64383	-0.97051	lidar	0.053229	4.44086	-10.2469	4.45	-10.25	0	2.72391
1477010478104838	4.43742	-10.1143	-2.6339	-1.70542	-0.980241	radar	0.196748	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885
1477010478159807	4.48384	-9.96431	-2.64258	-1.77636	-0.996612	lidar	0.267088	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884
1477010478214806	4.52471	-9.81883	-2.64594	-1.8379	-1.00385	radar	0.171964	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733
1477010478269805	4.58725	-9.67064	-2.66117	-1.9077	-1.01731	lidar	0.250143	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732
1477010478324774	4.64721	-9.53425	-2.66304	-1.96911	-1.02262	radar	0.155914	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288
1477010478379743	4.73698	-9.3927	-2.68409	-2.04497	-1.04045	lidar	0.513219	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288
1477010478434764	4.77471	-9.25002	-2.7106	-2.05911	-0.980753	radar	2.38301	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622
1477010478489785	4.87145	-9.10498	-2.74272	-2.1265	-0.991672	lidar	0.519788	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623
1477010478544824	4.98476	-8.98906	-2.73728	-2.21409	-1.03458	radar	1.02227	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688
1477010478599864	5.09215	-8.86553	-2.75388	-2.27829	-1.0404	lidar	0.148709	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688
1477010478654806	5.15723	-8.73698	-2.75535	-2.28861	-0.974788	radar	2.32921	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014
1477010478709749	5.27781	-8.61076	-2.78831	-2.34838	-0.978398	lidar	0.434528	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013
1477010478764679	5.35312	-8.48702	-2.78213	-2.35767	-0.915766	radar	2.11352	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049
1477010478819609	5.46401	-8.37836	-2.78658	-2.40686	-0.914464	lidar	0.0172107	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205
1477010478869695	5.49944	-8.25613	-2.75296	-2.36009	-0.778042	radar	11.5433	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484
1477010478919781	5.6089	-8.14227	-2.78357	-2.39705	-0.774364	lidar	0.423793	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485
1477010478974765	5.71839	-8.02864	-2.7919	-2.42905	-0.760047	radar	0.491813	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872
1477010479029749	5.83969	-7.91627	-2.81075	-2.46667	-0.755287	lidar	0.22805	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871
1477010479084702	5.95952	-7.81469	-2.81537	-2.50184	-0.746663	radar	0.175525	5.9537	-7.7033	6	-7.75	2.72961	1.81974
1477010479139655	6.09806	-7.71183	-2.84246	-2.54244	-0.744853	lidar	0.259188	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974
1477010479189675	6.18504	-7.61012	-2.81677	-2.5326	-0.672243	radar	3.44455	6.27	-7.55894	6.25	-7.55	1.9992	1.9992
1477010479239696	6.31073	-7.51371	-2.84379	-2.56168	-0.666735	lidar	0.331603	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918
1477010479294668	6.41304	-7.40604	-2.8179	-2.55424	-0.599117	radar	3.01855	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911
1477010479349641	6.54603	-7.3095	-2.83283	-2.58223	-0.593914	lidar	0.153599	6.54947	-7.257	6.55	-7.25	1.81909	1.81909
1477010479399642	6.64514	-7.21917	-2.80898	-2.57827	-0.540488	radar	2.09776	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996
1477010479449643	6.76552	-7.12393	-2.82891	-2.59529	-0.530563	lidar	0.471165	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996
1477010479499705	6.88337	-7.04699	-2.82786	-2.61737	-0.525403	radar	0.146852	6.81357	-6.96259	6.85	-7	1.99752	0.998765
1477010479549767	6.99809	-6.97101	-2.82336	-2.63803	-0.520596	lidar	0.185007	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765
1477010479604705	7.11722	-6.88318	-2.80508	-2.64462	-0.488752	radar	0.958454	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023
1477010479659643	7.25538	-6.80018	-2.81644	-2.66628	-0.483508	lidar	0.109845	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023
1477010479709628	7.34413	-6.70611	-2.76714	-2.63854	-0.403833	radar	4.94783	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006
1477010479759614	7.46217	-6.62294	-2.77648	-2.64878	-0.394379	lidar	0.355249	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058
1477010479809654	7.58079	-6.5538	-2.77098	-2.66135	-0.383294	radar	0.0986827	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204
1477010479859695	7.69688	-6.4826	-2.76847	-2.6745	-0.377923	lidar	0.184765	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195
1477010479909703	7.84703	-6.43983	-2.81304	-2.73141	-0.439315	radar	3.59919	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844
1477010479959712	7.97449	-6.37636	-2.81706	-2.74826	-0.434456	lidar	0.0880559	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829
1477010480014777	8.05929	-6.27832	-2.7056	-2.69308	-0.308621	radar	15.506	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603
1477010480069842	8.18895	-6.20045	-2.70967	-2.70113	-0.300151	lidar	0.257682	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603
1477010480124811	8.27861	-6.0984	-2.6379	-2.65574	-0.20703	radar	7.81878	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921
1477010480179780	8.39948	-6.01582	-2.63957	-2.65683	-0.197387	lidar	0.352465	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921
1477010480234745	8.54957	-5.96552	-2.68166	-2.70173	-0.252484	radar	3.21632	8.45627	-5.87026	8.5	-5.9	2.729	0.909673
1477010480289711	8.67873	-5.88974	-2.68589	-2.70678	-0.244132	lidar	0.213639	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661
1477010480344702	8.80459	-5.81802	-2.67875	-2.70991	-0.231494	radar	0.452048	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848
1477010480399693	8.94353	-5.73459	-2.70016	-2.71059	-0.219635	lidar	0.325921	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848
1477010480449708	9.02818	-5.64307	-2.6332	-2.66577	-0.135982	radar	6.21352	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994
1477010480499723	9.15	-5.55342	-2.65917	-2.65627	-0.120091	lidar	0.575669	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994
1477010480554736	9.26425	-5.46965	-2.63458	-2.6387	-0.0840873	radar	1.09643	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888
1477010480609749	9.38545	-5.38654	-2.63723	-2.63423	-0.0755619	lidar	0.219893	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875
1477010480664832	9.44735	-5.25864	-2.52926	-2.54297	0.0674616	radar	17.5182	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317
1477010480719916	9.56382	-5.15461	-2.54981	-2.52489	0.0811513	lidar	0.401748	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314
1477010480774817	9.66297	-5.05278	-2.53553	-2.49408	0.117806	radar	1.08187	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147
1477010480829718	9.77311	-4.93831	-2.55859	-2.47019	0.134094	lidar	0.597477	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146
1477010480884675	9.88113	-4.84371	-2.55575	-2.45238	0.150633	radar	0.425538	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196
1477010480939632	9.98575	-4.73268	-2.5699	-2.43124	0.16249	lidar	0.3377	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196
1477010480989675	10.0764	-4.63886	-2.56844	-2.41318	0.174622	radar	0.276422	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828
1477010481039719	10.1715	-4.5261	-2.5918	-2.38971	0.188022	lidar	0.481055	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826
1477010481094757	10.249	-4.4017	-2.57058	-2.33839	0.245747	radar	2.40793	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538
1477010481149796	10.3463	-4.26856	-2.59921	-2.30856	0.260482	lidar	0.607602	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536
1477010481204756	10.4524	-4.16722	-2.61492	-2.31242	0.230837	radar	0.998368	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195
1477010481259716	10.5516	-4.03254	-2.64572	-2.2865	0.242613	lidar	0.482362	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951
1477010481314716	10.6544	-3.92427	-2.65728	-2.28396	0.225306	radar	0.302242	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818
1477010481369717	10.7496	-3.79719	-2.67424	-2.26394	0.232085	lidar	0.156159	10.746	-3.7455	10.75	-3.75	1.81816	1.81817
1477010481424777	10.8486	-3.68254	-2.68195	-2.25437	0.22759	radar	0.111599	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243
1477010481479837	10.9431	-3.53938	-2.71408	-2.22957	0.238469	lidar	0.465189	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243
1477010481534865	10.9909	-3.3894	-2.68262	-2.15087	0.336684	radar	6.72819	11.1095	-3.32648	11	-3.3	0.908632	2.72588
1477010481589893	11.0671	-3.24025	-2.70747	-2.11986	0.347777	lidar	0.402948	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588
1477010481644844	11.1137	-3.08996	-2.6989	-2.06102	0.403724	radar	2.07784	10.9851	-2.95299	11.1	-3	0.909905	2.72971
1477010481699796	11.1782	-2.93445	-2.72379	-2.02736	0.413741	lidar	0.377034	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968
1477010481754772	11.1705	-2.75487	-2.70364	-1.90717	0.557123	radar	12.3125	11.0233	-2.67356	11.15	-2.7	0	2.72847
1477010481809749	11.2037	-2.60126	-2.70932	-1.86558	0.566826	lidar	0.376537	11.1324	-2.55807	11.15	-2.55	0	2.72844
1477010481864748	11.2091	-2.43349	-2.71648	-1.78066	0.648125	radar	3.99263	11.2541	-2.42353	11.15	-2.4	0	2.72732
1477010481919747	11.2244	-2.28249	-2.7141	-1.73707	0.655298	lidar	0.25762	11.1569	-2.2658	11.15	-2.25	0	2.72732
1477010481974721	11.3229	-2.17784	-2.68586	-1.81239	0.484814	radar	17.9576	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856
1477010482029695	11.3554	-2.01397	-2.71241	-1.78022	0.488699	lidar	0.272034	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856
1477010482084691	11.3035	-1.83905	-2.71103	-1.64579	0.6529	radar	16.9286	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747
1477010482139688	11.3001	-1.6795	-2.72073	-1.60122	0.660261	lidar	0.281445	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745
1477010482194770	11.3015	-1.52864	-2.72293	-1.5632	0.663183	radar	0.0204533	11.3341	-1.51762	11.25	-1.5	0	2.72321
1477010482249852	11.2919	-1.37214	-2.73057	-1.52251	0.666572	lidar	0.0783217	11.2625	-1.34833	11.25	-1.35	0	2.72321
1477010482304826	11.2362	-1.20745	-2.75827	-1.4253	0.75998	radar	5.65143	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856
1477010482359800	11.2019	-1.05766	-2.75697	-1.3782	0.764787	lidar	0.114623	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856
1477010482414762	11.0841	-0.887878	-2.82436	-1.23234	0.922067	radar	15.7039	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916
1477010482469725	11.0149	-0.741283	-2.82604	-1.17355	0.929233	lidar	0.267869	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913
1477010482524680	10.952	-0.601015	-2.8188	-1.12665	0.920781	radar	0.241466	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952
1477010482579636	10.8751	-0.458505	-2.82602	-1.07239	0.923595	lidar	0.0869786	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949
1477010482629713	10.7047	-0.321974	-2.9592	-0.912008	1.0984	radar	23.5864	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692
1477010482679790	10.6013	-0.216733	-2.94872	-0.849835	1.10566	lidar	0.178505	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691
1477010482734821	10.5105	-0.108796	-2.89456	-0.810604	1.07019	radar	1.72659	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579
1477010482789852	10.3881	-0.0300663	-2.85435	-0.73722	1.08706	lidar	0.815769	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579
1477010482844758	10.2448	0.063812	-2.89163	-0.650884	1.12692	radar	1.86538	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655
1477010482899664	10.103	0.109173	-2.84159	-0.565026	1.15401	lidar	1.49764	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655
1477010482954714	9.9583	0.177885	-2.8484	-0.489214	1.17026	radar	0.554284	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268
1477010483009765	9.80559	0.201012	-2.80731	-0.39777	1.20006	lidar	1.35402	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826
1477010483064783	9.69594	0.231973	-2.67023	-0.346355	1.17066	radar	6.23705	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784
1477010483119802	9.55661	0.246765	-2.64158	-0.265204	1.18977	lidar	0.560327	9.56967	0.149506	9.55	0.15	-1.81757	0.908775
1477010483174816	9.41856	0.272172	-2.6377	-0.195598	1.19591	radar	0.463011	9.56225	0.148577	9.4	0.15	-2.72659	0
1477010483229830	9.27041	0.259835	-2.6166	-0.105729	1.22181	lidar	0.726205	9.25348	0.150166	9.25	0.15	-2.72658	0
1477010483284790	9.12483	0.265303	-2.61746	-0.0345505	1.22603	radar	0.0706743	9.0821	0.207802	9.1	0.2	-2.72925	0.909752
1477010483339750	8.97436	0.259472	-2.62244	0.0387596	1.23153	lidar	0.0944981	8.93575	0.243169	8.95	0.25	-2.72926	0.909752
1477010483394739	8.82779	0.256978	-2.65024	0.100779	1.22642	radar	0.500883	8.94634	0.26481	8.8	0.25	-2.72783	0
1477010483449729	8.67822	0.241369	-2.65824	0.16637	1.22381	lidar	0.067556	8.64483	0.254352	8.65	0.25	-2.7278	0
1477010483504796	8.52764	0.22068	-2.68223	0.227296	1.21637	radar	0.209276	8.46866	0.251128	8.5	0.25	-2.72395	0
1477010483559863	8.38174	0.199444	-2.68791	0.281959	1.20322	lidar	0.181483	8.35775	0.250149	8.35	0.25	-2.72395	0
1477010483614752	8.23455	0.167552	-2.71814	0.33461	1.18775	radar	0.481286	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929
1477010483669641	8.08626	0.123923	-2.72867	0.392302	1.17918	lidar	0.217899	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929
1477010483719651	7.88831	0.151902	-2.9439	0.354022	1.05791	radar	23.3762	7.74678	0.154598	7.85	0.15	-3.9992	0
1477010483769662	7.73549	0.108346	-2.96088	0.397554	1.04704	lidar	0.573646	7.63715	0.143302	7.65	0.15	-3.99916	0
1477010483819695	7.6334	0.0282658	-2.8645	0.481594	1.09039	radar	5.26318	7.61982	0.157052	7.55	0.15	-1.99868	0
1477010483869729	7.49866	0.00725731	-2.8531	0.499714	1.05331	lidar	1.55702	7.43926	0.160393	7.45	0.15	-1.99866	0
1477010483924750	7.34584	-0.0323425	-2.88276	0.517989	1.00583	radar	1.84254	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734
1477010483979771	7.20414	-0.075805	-2.86647	0.545291	0.977785	lidar	0.943055	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734
1477010484034750	7.08989	-0.165837	-2.81846	0.615805	1.00389	radar	1.74231	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889
1477010484089729	6.96364	-0.231795	-2.80159	0.652605	0.985843	lidar	0.449338	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889
1477010484144737	6.85867	-0.332085	-2.7692	0.720908	1.0081	radar	0.910403	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792
1477010484199745	6.7496	-0.415889	-2.7498	0.764685	0.997123	lidar	0.27269	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792
1477010484254726	6.6441	-0.508797	-2.74117	0.807877	0.983106	radar	0.330216	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188
1477010484309708	6.54638	-0.606128	-2.72396	0.85473	0.976644	lidar	0.170643	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878
1477010484364662	6.46098	-0.729598	-2.71987	0.918664	0.989302	radar	0.309543	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941
1477010484419617	6.37215	-0.869395	-2.74205	0.982302	0.997491	lidar	0.302502	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937
1477010484469697	6.37123	-1.08129	-2.74324	1.16657	1.18779	radar	19.8975	6.35624	-1.10001	6.35	-1.1	0	-2.99522
1477010484519778	6.32757	-1.21675	-2.74736	1.23232	1.19362	lidar	0.130976	6.36321	-1.25111	6.35	-1.25	0	-2.99519
1477010484574760	6.30615	-1.39683	-2.77716	1.34613	1.26269	radar	2.44421	6.30992	-1.40686	6.35	-1.4	0	-2.72817
1477010484629742	6.28979	-1.54807	-2.77046	1.42208	1.26937	lidar	0.231538	6.35537	-1.55723	6.35	-1.55	0	-2.72817
1477010484684762	6.29108	-1.71031	-2.77917	1.51257	1.29743	radar	0.894588	6.50996	-1.74616	6.35	-1.7	0	-2.72628
1477010484739782	6.29885	-1.85809	-2.76603	1.58888	1.30329	lidar	0.190113	6.35448	-1.83673	6.35	-1.85	0	-2.72628
1477010484794696	6.29269	-1.98844	-2.72161	1.63188	1.25915	radar	1.68519	6.38849	-2.02257	6.35	-2	0	-2.73154
1477010484849611	6.31434	-2.13651	-2.71804	1.70531	1.26356	lidar	0.0710839	6.35078	-2.13767	6.35	-2.15	0	-2.73152
1477010484899694	6.31266	-2.25041	-2.66492	1.73429	1.21128	radar	2.42752	6.28921	-2.27735	6.35	-2.3	0	-2.99503
1477010484949777	6.33645	-2.39014	-2.67886	1.79394	1.20875	lidar	0.120005	6.33355	-2.43768	6.35	-2.45	0	-2.99503
1477010485004722	6.3808	-2.54746	-2.72032	1.87363	1.23057	radar	0.854327	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73
1477010485059667	6.43305	-2.69826	-2.73501	1.94225	1.22989	lidar	0.187616	6.45623	-2.7536	6.45	-2.75	0.91	-2.73
1477010485114758	6.48306	-2.83862	-2.7315	2.00166	1.21866	radar	0.193085	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277
1477010485169850	6.54813	-2.9809	-2.74288	2.06598	1.21468	lidar	0.0802401	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274
1477010485224853	6.59511	-3.09998	-2.6538	2.09995	1.16143	radar	6.03205	6.70928	-3.32749	6.55	-3.25	0	-3.63617
1477010485279857	6.64138	-3.26863	-2.70822	2.13209	1.12464	lidar	2.44161	6.54763	-3.45513	6.55	-3.45	0	-3.63613
1477010485334822	6.69945	-3.40469	-2.69892	2.17084	1.09566	radar	1.48063	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901
1477010485389788	6.75169	-3.56929	-2.74367	2.19455	1.05524	lidar	2.24428	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898
1477010485444795	6.8198	-3.69582	-2.71374	2.23122	1.02715	radar	1.40677	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795
1477010485499803	6.89686	-3.83805	-2.73813	2.26675	1.00415	lidar	0.675357	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793
1477010485554749	6.99777	-3.97518	-2.77679	2.31378	0.995203	radar	1.66726	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994
1477010485609696	7.06312	-4.14127	-2.81671	2.32075	0.944243	lidar	2.74848	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399
1477010485664769	7.12278	-4.24274	-2.67915	2.33946	0.897431	radar	9.14352	7.00947	-4.44692	7	-4.45	0.907889	-1.81577
1477010485719843	7.18361	-4.3982	-2.70413	2.34053	0.847072	lidar	2.36802	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576
1477010485774801	7.27	-4.52099	-2.69681	2.36657	0.824118	radar	1.22954	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935
1477010485829760	7.31897	-4.67981	-2.71025	2.35249	0.763548	lidar	3.37493	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933
1477010485884747	7.43082	-4.81942	-2.80462	2.38352	0.757541	radar	3.67085	7.2829	-5.01975	7.25	-5	1.81861	-2.72792
1477010485939735	7.49218	-4.98408	-2.82129	2.36733	0.698331	lidar	2.94985	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789
1477010485989735	7.56255	-5.09171	-2.77328	2.37794	0.670595	radar	2.21886	7.32687	-5.26205	7.4	-5.3	0.999994	-3
1477010486039735	7.60934	-5.25591	-2.79315	2.34789	0.605431	lidar	3.60249	7.46174	-5.44979	7.45	-5.45	0.999999	-3
1477010486094756	7.69071	-5.37045	-2.74781	2.36135	0.582673	radar	1.62291	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749
1477010486149778	7.76085	-5.52416	-2.76013	2.34861	0.536951	lidar	1.67716	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747
1477010486204747	7.8423	-5.63656	-2.69909	2.35864	0.513364	radar	2.49345	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881
1477010486259717	7.89557	-5.80191	-2.71005	2.32813	0.453824	lidar	2.763	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878
1477010486314673	7.97861	-5.91509	-2.68081	2.33824	0.437388	radar	0.819866	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964
1477010486369630	8.04648	-6.05925	-2.68638	2.32412	0.398923	lidar	1.13857	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962
1477010486419697	8.16473	-6.18702	-2.82086	2.34711	0.408572	radar	7.21814	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599
1477010486469764	8.23087	-6.33024	-2.8317	2.32816	0.368788	lidar	1.24972	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598
1477010486524763	8.29783	-6.43155	-2.69892	2.32734	0.341104	radar	7.90968	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822
1477010486579762	8.3626	-6.57393	-2.69919	2.30877	0.303565	lidar	1.09788	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822
1477010486634801	8.44528	-6.68749	-2.67909	2.31333	0.290686	radar	0.717048	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534
